"EIN","NAME","address","STREET","CITY","STATE","ZIP","zipshrt","lon","lat"
853779891,"IBEW LOCALS 543 & 824 - FRONTIER COMMUNICATIONS TRAINING FUND INC","6603 E CHELSEA ST, TAMPA, FL, 33610-5630","6603 E CHELSEA ST","TAMPA","FL","33610-5630","33610",-82.3826901,27.984001
853807104,"ROGERS WILDLIFE FOUNDATION INC","5630 OAKLAND DR, TAMPA, FL, 33617-7719","5630 OAKLAND DR","TAMPA","FL","33617-7719","33617",-82.3891925,28.0173492
853840926,"JSOFTINC","1646 W SNOW AVE STE 71, TAMPA, FL, 33606-2837","1646 W SNOW AVE STE 71","TAMPA","FL","33606-2837","33606",-82.4766877,27.9353298
853856414,"GOOD DEEDS OF TAMPA INC","413 S MACDILL AVE, TAMPA, FL, 33609-3036","413 S MACDILL AVE","TAMPA","FL","33609-3036","33609",-82.4937611,27.9401675
853927266,"LIBERTY FIRST LEGAL INC","3738 RIVER INTERNATIONAL DR, TAMPA, FL, 33610-9503","3738 RIVER INTERNATIONAL DR","TAMPA","FL","33610-9503","33610",-82.3232087,27.9794416
853932654,"SENIOR ASSIST OF TAMPA BAY INC","3705 E HENRY AVE, TAMPA, FL, 33610-3722","3705 E HENRY AVE","TAMPA","FL","33610-3722","33610",-82.4178211,27.9995172
853977682,"COMMUNITY INNOVATION ADVOCACY GROUP INC","10009 MORRIS BRIDGE RD, TAMPA, FL, 33637-4303","10009 MORRIS BRIDGE RD","TAMPA","FL","33637-4303","33637",-82.3520128,28.0404006
854005841,"COMMUNITY RENOVATIONS OUTREACH CENTER","2780 EAST FOWLER AVENUE 429, TAMPA, FL, 33612-6297","2780 EAST FOWLER AVENUE 429","TAMPA","FL","33612-6297","33612",-82.4276522,28.0558012
854017855,"TITAN UP FOREVER INC","3410 E POWHATAN AVE, TAMPA, FL, 33610-3637","3410 E POWHATAN AVE","TAMPA","FL","33610-3637","33610",-82.4214624,27.9993088
854031514,"PRECIOUS STEPS FOUNDATION INC","4309 HONEY VISTA CIR, TAMPA, FL, 33624-6714","4309 HONEY VISTA CIR","TAMPA","FL","33624-6714","33624",-82.5175056,28.1108217
854035116,"VOLUNTEERS FOR SCIENCE INC","3516 W EUCLID AVE, TAMPA, FL, 33629-7943","3516 W EUCLID AVE","TAMPA","FL","33629-7943","33629",-82.5018178,27.9084177
854057883,"CATHEDRAL OF WORSHIP AND PRAISE CHRISTIAN CENTER INC","20407 AUTUMN FERN AVE, TAMPA, FL, 33647-2967","20407 AUTUMN FERN AVE","TAMPA","FL","33647-2967","33647",-82.3271755,28.1672696
854066306,"BAY HAVEN PRESBYTERIAN CHURCH INC","4343 ANCHOR PLAZA PKWY STE 1, TAMPA, FL, 33634-7513","4343 ANCHOR PLAZA PKWY STE 1","TAMPA","FL","33634-7513","33634",-82.5474124,27.980886
854087377,"NEW SUBURB BEAUTIFUL CIVIC ASSOCIATION INC","2621 W WATROUS AVE, TAMPA, FL, 33629-5346","2621 W WATROUS AVE","TAMPA","FL","33629-5346","33629",-82.4925818,27.9325767
854091895,"CHANGE IS ESSENCE INC","4213 EAST TEMPLE HEIGHTS RD, TAMPA, FL, 33617-4460","4213 EAST TEMPLE HEIGHTS RD","TAMPA","FL","33617-4460","33617",-82.4107498,28.0359549
854094150,"JAR DAH CENTER FOUNDATION CORPORATION","10007 N 11 THE STREET, TAMPA, FL, 33612-0000","10007 N 11 THE STREET","TAMPA","FL","33612-0000","33612",-82.4477077,28.0406297
854097051,"ARTIST PAJON SCHOLARSHIP INC","10762 PICTORIAL PARK DR, TAMPA, FL, 33647-2567","10762 PICTORIAL PARK DR","TAMPA","FL","33647-2567","33647",-82.2768515,28.1626176
854262955,"KOSLOSKE FAMILY FOUNDATION INC","2805 W BUSCH BLVD STE 111, TAMPA, FL, 33618-4532","2805 W BUSCH BLVD STE 111","TAMPA","FL","33618-4532","33618",-82.4896081,28.0368643
854282061,"SEMINOLE MASTERS INC","2501 S MACDILL AVE, TAMPA, FL, 33629-7217","2501 S MACDILL AVE","TAMPA","FL","33629-7217","33629",-82.4937791,27.922976
854295899,"ADOPT-A-SMALL BUSINESS CORP","8601 EGRET POINT CT, TAMPA, FL, 33647-3235","8601 EGRET POINT CT","TAMPA","FL","33647-3235","33647",-82.4438801,28.140683
854342247,"ALICATZ RESCUE INC","809 EVENINGSIDE CT, TAMPA, FL, 33613-1247","809 EVENINGSIDE CT","TAMPA","FL","33613-1247","33613",-82.4671313,28.0949734
854370250,"FEZA NAWAB FAMILY FOUNDATION INC","7402 N 56TH ST STE 825, TAMPA, FL, 33617-7710","7402 N 56TH ST STE 825","TAMPA","FL","33617-7710","33617",-82.3952707,28.0145715
854376021,"LATITUDE AT WATERSOUND FOUNDATION INC","4042 PARK OAKS BLVD STE 450, TAMPA, FL, 33610-9556","4042 PARK OAKS BLVD STE 450","TAMPA","FL","33610-9556","33610",-82.3339893,27.9822694
854391962,"MISSION MAGNET INC","920 ANCHORAGE RD, TAMPA, FL, 33602-5754","920 ANCHORAGE RD","TAMPA","FL","33602-5754","33602",-82.4521583,27.9339109
854396053,"RECUPERATION ROCK RETREAT CENTER","1727 W SPRUCE ST, TAMPA, FL, 33607-3007","1727 W SPRUCE ST","TAMPA","FL","33607-3007","33607",-82.4777929,27.9595154
854403250,"WOMEN ALWAYS READY","6815 INTERBAY BLVD APT 2, TAMPA, FL, 33616-2644","6815 INTERBAY BLVD APT 2","TAMPA","FL","33616-2644","33616",-82.5074712,27.8722934
856381793,"KHIZZAR AND SARAH SHAUKAT FOUNDATION","10528 MARTINIQUE ISLE DR, TAMPA, FL, 33647-2774","10528 MARTINIQUE ISLE DR","TAMPA","FL","33647-2774","33647",-82.3048476,28.1353497
856550686,"SOCKS CHARITY FOUNDATION","1702 N HOWARD AVE, TAMPA, FL, 33607-3430","1702 N HOWARD AVE","TAMPA","FL","33607-3430","33607",-82.4831092,27.9572922
861163679,"MEKENI CABALEN INC","8015 TERRACE ARBOR CT, TAMPA, FL, 33637-3011","8015 TERRACE ARBOR CT","TAMPA","FL","33637-3011","33637",-82.3623367,28.062865
861170640,"REALTORS CARE FOUNDATION OF GTAR","2918 W KENNEDY BLVD, TAMPA, FL, 33609-3104","2918 W KENNEDY BLVD","TAMPA","FL","33609-3104","33609",-82.4908468,27.9444997
861213397,"BAY AREA EAGLES YBOR","6002 CRYSTAL RIVER DR APT 101, TAMPA, FL, 33617-9006","6002 CRYSTAL RIVER DR APT 101","TAMPA","FL","33617-9006","33617",-82.3884275,28.0109452
861236267,"YBOR COLLECTIVE INCORPORATED","3910 W SWANN AVE, TAMPA, FL, 33609-4433","3910 W SWANN AVE","TAMPA","FL","33609-4433","33609",-82.5087565,27.9373155
861262152,"KOI FOUNDATION INC","847 S NEWPORT AVE, TAMPA, FL, 33606-2934","847 S NEWPORT AVE","TAMPA","FL","33606-2934","33606",-82.472018,27.9338848
861311117,"PARKINSONLIFE CORPORATION","5023 W DANTE AVE, TAMPA, FL, 33629-7512","5023 W DANTE AVE","TAMPA","FL","33629-7512","33629",-82.5299666,27.9191499
861353997,"MAMIE PEARL FOUNDATION","812 E OSBORNE AVE, TAMPA, FL, 33603-4020","812 E OSBORNE AVE","TAMPA","FL","33603-4020","33603",-82.4521515,27.9890378
861365488,"BUILDING HEALTHY FUTURES INC","2008 CAPE BEND AVE, TAMPA, FL, 33613-4109","2008 CAPE BEND AVE","TAMPA","FL","33613-4109","33613",-82.4811349,28.0707417
861398421,"EDDIE SESSION FOUNDATION INC","4223 E EMMA ST, TAMPA, FL, 33610-6756","4223 E EMMA ST","TAMPA","FL","33610-6756","33610",-82.4105037,27.9856147
861443522,"INSTITUTE FOR NEPAL","13119 CANOPY CREEK DR, TAMPA, FL, 33625-5902","13119 CANOPY CREEK DR","TAMPA","FL","33625-5902","33625",-82.5493077,28.0666122
861443530,"ALLURING JEWELRY CREATIONS","917 E 25TH AVE, TAMPA, FL, 33605-1737","917 E 25TH AVE","TAMPA","FL","33605-1737","33605",-82.4492787,27.9733334
861454073,"DR MAHADEVIA EDUCATION TRUST INC","18700 HIGHWOODS PRESERVE PKWY, TAMPA, FL, 33647-1767","18700 HIGHWOODS PRESERVE PKWY","TAMPA","FL","33647-1767","33647",-82.3766743,28.1432965
861541003,"GODS GLOBAL HEALTH SUPPLIES INCORPORATED","10144 WHISPER POINTE DR, TAMPA, FL, 33647-2904","10144 WHISPER POINTE DR","TAMPA","FL","33647-2904","33647",-82.3236751,28.135316
861546731,"MOLD-EN OUR YOUTH FOR A BRIGHTER FUTURE","10109 LONDONSHIRE LN, TAMPA, FL, 33647-3199","10109 LONDONSHIRE LN","TAMPA","FL","33647-3199","33647",-82.3245442,28.1554664
861573475,"WOMEN OF WARRINGTON","9913 WOODBAY DR, TAMPA, FL, 33626-2428","9913 WOODBAY DR","TAMPA","FL","33626-2428","33626",-82.6311149,28.0480501
861613860,"FLORIDA ASSOCIATION OF PROFESSORS OF EDUCATIONAL LEADERSHIP","16103 WARDEN PL, TAMPA, FL, 33647-1203","16103 WARDEN PL","TAMPA","FL","33647-1203","33647",-82.3627556,28.0941529
861674822,"INSTITUTE FOR RACIAL INJUSTICE SOLUTIONS INC","4320 W KENNEDY BLVD, TAMPA, FL, 33609-2118","4320 W KENNEDY BLVD","TAMPA","FL","33609-2118","33609",-82.5168502,27.9444274
861714565,"UNITED IN HOPE INC","503 E JACKSON ST 335, TAMPA, FL, 33602-4904","503 E JACKSON ST 335","TAMPA","FL","33602-4904","33602",-82.4554966,27.9475374
861777162,"TAMPA FOOD ALLERGY SUPPORT AND EDUCATION","3623 W SAN PEDRO ST, TAMPA, FL, 33629-6925","3623 W SAN PEDRO ST","TAMPA","FL","33629-6925","33629",-82.5036448,27.917901
861786774,"RISE UP FOR PEACE INC","4102 CHARTER OAK CT APT 105, TAMPA, FL, 33610-2468","4102 CHARTER OAK CT APT 105","TAMPA","FL","33610-2468","33610",-82.4118964,28.0104669
861810505,"TAMPA GENERAL PROVIDER NETWORK INC","1 TAMPA GENERAL CIR, TAMPA, FL, 33606-3571","1 TAMPA GENERAL CIR","TAMPA","FL","33606-3571","33606",-82.4586988,27.9377241
861811914,"G1 SPORTS","8208 GREENSHIRE DR, TAMPA, FL, 33634-2235","8208 GREENSHIRE DR","TAMPA","FL","33634-2235","33634",-82.5541106,28.0247512
861859625,"REHABILITATING & ASSISTING AMERICANS & VETERANS EVERYDAY LLC","3417 N 55TH ST, TAMPA, FL, 33619-2339","3417 N 55TH ST","TAMPA","FL","33619-2339","33619",-82.3942871,27.9754428
861881349,"TAMPA SPORTS CLUB CHARITY INC","600 N WILLOW AVE STE 300, TAMPA, FL, 33606-1214","600 N WILLOW AVE STE 300","TAMPA","FL","33606-1214","33606",-82.4728111,27.9488236
861958170,"FLORIDA PUERTO RICO DISTRICT INSTITUTE OF TRANSPORTATION ENGINE","1907 N US HIGHWAY 301 SUITE 120, TAMPA, FL, 33619-2641","1907 N US HIGHWAY 301 SUITE 120","TAMPA","FL","33619-2641","33619",-82.3589747,27.9621789
862019380,"SKIPBO MUSIC FESTIVAL","486 BOSPHOROUS AVE, TAMPA, FL, 33606-3608","486 BOSPHOROUS AVE","TAMPA","FL","33606-3608","33606",-82.4561718,27.9201654
862021671,"ALJ COMMUNITY RESOURCE CENTER INCORPORATED","2108 N TAMPA ST, TAMPA, FL, 33602-2128","2108 N TAMPA ST","TAMPA","FL","33602-2128","33602",-82.4611873,27.9628627
862034553,"TAMPA RIVER DRAGON BOAT INC","5915 N OLA AVE, TAMPA, FL, 33604-6615","5915 N OLA AVE","TAMPA","FL","33604-6615","33604",-82.4632808,28.0008811
862073145,"FRIENDS OF THE FLORIDA SCHOOL OF WOODWORK INC","1505 W MORRISON AVE, TAMPA, FL, 33606-2805","1505 W MORRISON AVE","TAMPA","FL","33606-2805","33606",-82.4754661,27.9338686
862074253,"MISSION HILL CHURCH MINISTRY CENTER INC","4038 N FALKENBURG RD, TAMPA, FL, 33610-0000","4038 N FALKENBURG RD","TAMPA","FL","33610-0000","33610",-82.3354182,27.9849305
862096114,"FELINE DREAMS INC","14113 FARMINGTON BLVD, TAMPA, FL, 33625-6436","14113 FARMINGTON BLVD","TAMPA","FL","33625-6436","33625",-82.5503918,28.0765199
862101268,"TAMPA BAY JOY PROJECT INC","5803 LIVERPOOL DR, TAMPA, FL, 33615-3727","5803 LIVERPOOL DR","TAMPA","FL","33615-3727","33615",-82.5877608,27.9996693
862115935,"SYNERGY MINISTRY INCORPORATED","3230 PARKSIDE CENTER CIR, TAMPA, FL, 33619-0907","3230 PARKSIDE CENTER CIR","TAMPA","FL","33619-0907","33619",-82.3364253,27.9737948
862124540,"HOME IS THE DESTINATION","12721 LYNN RD LOT 34, TAMPA, FL, 33624-2863","12721 LYNN RD LOT 34","TAMPA","FL","33624-2863","33624",-82.5405762,28.0636742
862144371,"REDEEMED DISCIPLES CHURCH OF THE NEW COVENANT","8227 CLERMONT ST, TAMPA, FL, 33637-6513","8227 CLERMONT ST","TAMPA","FL","33637-6513","33637",-82.3665249,28.0205959
862169589,"MIEL Y CANELA FOUNDATION CORPORATION","5817 PALM RIVER RD, TAMPA, FL, 33619-3831","5817 PALM RIVER RD","TAMPA","FL","33619-3831","33619",-82.3880276,27.9428201
862175469,"RARE CANCER SOCIETY INC","3510 W BARCELONA ST, TAMPA, FL, 33629-7010","3510 W BARCELONA ST","TAMPA","FL","33629-7010","33629",-82.5011894,27.9216378
862176312,"AFRIAMERICA HEALTH ADVOCACY AND ACTION INITIATIVE INC","1101 E CUMBERLAND AVE STE 201H, TAMPA, FL, 33602-4231","1101 E CUMBERLAND AVE STE 201H","TAMPA","FL","33602-4231","33602",-82.4482409,27.9448296
862188600,"LANDINGS IN TAMPA INC","7908 N HIGHLAND AVE, TAMPA, FL, 33604-4038","7908 N HIGHLAND AVE","TAMPA","FL","33604-4038","33604",-82.4618845,28.0197665
862190322,"HOMEGROWN INC","6701 N BOULEVARD, TAMPA, FL, 33604-5910","6701 N BOULEVARD","TAMPA","FL","33604-5910","33604",-82.467639,28.0074864
862239839,"BUBBLES FOR VETS INC","7402 S GERMER ST, TAMPA, FL, 33616-2008","7402 S GERMER ST","TAMPA","FL","33616-2008","33616",-82.5348384,27.8595142
862244579,"STRIKE ONE SILVERKINGS BASEBALL CLUB","5220 S MANHATTAN AVE, TAMPA, FL, 33611-3420","5220 S MANHATTAN AVE","TAMPA","FL","33611-3420","33611",-82.5181821,27.8873744
862270527,"SISTERS UPLIFTING SISTERS INC","3912 E CURTIS ST, TAMPA, FL, 33610-6634","3912 E CURTIS ST","TAMPA","FL","33610-6634","33610",-82.4153229,27.9883294
862270650,"HAZARRAVAAQ","12015 DEACONS CROFT LN, TAMPA, FL, 33626-2556","12015 DEACONS CROFT LN","TAMPA","FL","33626-2556","33626",-82.6213944,28.0542576
862308476,"ROLE MODEL MENTORING INC","9608 KIRKHILL CT, TAMPA, FL, 33615-1942","9608 KIRKHILL CT","TAMPA","FL","33615-1942","33615",-82.5924701,28.0200034
862358257,"LOVE LINK","4111 WATERSIDE ISLAND CT, TAMPA, FL, 33617-7369","4111 WATERSIDE ISLAND CT","TAMPA","FL","33617-7369","33617",-82.4106031,28.0144031
862363684,"CORTEZ TRAINING CENTER INC","8705 SPRINGTREE DR, TAMPA, FL, 33637-4309","8705 SPRINGTREE DR","TAMPA","FL","33637-4309","33637",-82.356041,28.039271
862365989,"LITERACY IS KEY","1504 S DE SOTO AVE, TAMPA, FL, 33606-3115","1504 S DE SOTO AVE","TAMPA","FL","33606-3115","33606",-82.4817588,27.9272633
862368121,"TAMPA DOWNTOWN PARTNERSHIP FOUNDATION INC","400 N ASHLEY DR STE 1010, TAMPA, FL, 33602-4351","400 N ASHLEY DR STE 1010","TAMPA","FL","33602-4351","33602",-82.4606362,27.9472272
862385676,"BROADWAY MAGIC FOUNDATION INC","4920 NEWKIRK DRIVE, TAMPA, FL, 33624-1080","4920 NEWKIRK DRIVE","TAMPA","FL","33624-1080","33624",-82.531816,28.1055797
862428582,"BAYSHORE GARDENS NEIGHBORHOOD ASSOCIATION","2413 BAYSHORE BLVD UNIT 1705, TAMPA, FL, 33629-7335","2413 BAYSHORE BLVD UNIT 1705","TAMPA","FL","33629-7335","33629",-82.4838679,27.9251246
862429106,"ENLACE FOUNDATION INC","8509 EDGEWATER PLACE BLVD, TAMPA, FL, 33615-1390","8509 EDGEWATER PLACE BLVD","TAMPA","FL","33615-1390","33615",-82.569717,28.028467
862429236,"THE URBAN SUNFLOWER SYNDICATE FOUNDATION INC","1101 E CUMBERLAND AVE STE 201H 732, TAMPA, FL, 33602-4231","1101 E CUMBERLAND AVE STE 201H 732","TAMPA","FL","33602-4231","33602",-82.4482409,27.9448296
862432791,"LYRIC ANGELS","3733 FAIRVIEW COVE LN APT 304, TAMPA, FL, 33619-3754","3733 FAIRVIEW COVE LN APT 304","TAMPA","FL","33619-3754","33619",-82.3727618,27.978161
862445771,"PROFESSIONAL WOMENS SOCIETY FOR DEVELOPMENT INC","14341 MOON FLOWER DR, TAMPA, FL, 33626-2347","14341 MOON FLOWER DR","TAMPA","FL","33626-2347","33626",-82.6441422,28.0772605
862480560,"FROLIC AND FLORA INCORPORATED","8262 SWANN HOLLOW DR, TAMPA, FL, 33647-3611","8262 SWANN HOLLOW DR","TAMPA","FL","33647-3611","33647",-82.3816431,28.1521875
862536027,"EAA CHAPTER 1660","7001 INTERBAY BLVD, TAMPA, FL, 33616-1706","7001 INTERBAY BLVD","TAMPA","FL","33616-1706","33616",-82.5115893,27.8700563
862637696,"OWENS HEROES INC","3611 W SAN LUIS ST, TAMPA, FL, 33629-8711","3611 W SAN LUIS ST","TAMPA","FL","33629-8711","33629",-82.5027339,27.9158172
862672775,"MAHOGANY KIDS FINE ARTS FOUNDATION INC","1936 BRUCE B DOWNS BLVD, TAMPA, FL, 33543-0000","1936 BRUCE B DOWNS BLVD","TAMPA","FL","33543-0000","33543",-82.3509002,28.1853649
862675835,"BLUE THUNDER CHARITY ORG INC","3510 W WISCONSIN AVE, TAMPA, FL, 33611-4634","3510 W WISCONSIN AVE","TAMPA","FL","33611-4634","33611",-82.5008874,27.8818381
862678031,"VOICE OF THE BELIEVER MINISTRY","18418 AINTREE CT, TAMPA, FL, 33647-2467","18418 AINTREE CT","TAMPA","FL","33647-2467","33647",-82.3510246,28.147453
862760059,"GREAT WORKS COUNSELING INC","4400 BASS ST, TAMPA, FL, 33617-0000","4400 BASS ST","TAMPA","FL","33617-0000","33617",-82.409137,28.0121587
862775289,"WORLD HEALTH AWARENESS TEAM","20155 BAY CEDAR AVE, TAMPA, FL, 33647-3639","20155 BAY CEDAR AVE","TAMPA","FL","33647-3639","33647",-82.3329764,28.1626873
862779335,"JAMES MARTIN JR EDUCATIONAL FOUNDATION INC","6904 FAIRBROOK WAY, TAMPA, FL, 33634-2224","6904 FAIRBROOK WAY","TAMPA","FL","33634-2224","33634",-82.553181,28.0241096
862788475,"UNBROKEN DREAMS INC","8935 RESERVE MANOR DR, TAMPA, FL, 33626-4749","8935 RESERVE MANOR DR","TAMPA","FL","33626-4749","33626",-82.5907173,28.0544924
862812056,"REMARKABLE REASONS INC","1000 S HARBOUR ISLAND BLVD APT 2104, TAMPA, FL, 33602-5717","1000 S HARBOUR ISLAND BLVD APT 2104","TAMPA","FL","33602-5717","33602",-82.450775,27.9354086
862875928,"AYRREKAS ANGELS INC","2210 E MINNEHAHA ST, TAMPA, FL, 33610-1328","2210 E MINNEHAHA ST","TAMPA","FL","33610-1328","33610",-82.434154,28.0090177
862878245,"FUTURE BEAUTY BOSS CAMP INC","4015 S WESTSHORE BLVD, TAMPA, FL, 33611-1029","4015 S WESTSHORE BLVD","TAMPA","FL","33611-1029","33611",-82.5275887,27.9050632
862900832,"YANKEE ARNOLD MINISTRIES INC","7028 W WATERS AVE STE 316, TAMPA, FL, 33634-2292","7028 W WATERS AVE STE 316","TAMPA","FL","33634-2292","33634",-82.5605468,28.0245348
862932526,"PARENT BOOSTER USA INC","9120 IMPERIAL OAK BLVD, TAMPA, FL, 33647-0000","9120 IMPERIAL OAK BLVD","TAMPA","FL","33647-0000","33647",-82.3505016,28.1673455
862937556,"ALL LOVE TAMPA INC","5204 S 83RD ST, TAMPA, FL, 33619-7108","5204 S 83RD ST","TAMPA","FL","33619-7108","33619",-82.364493,27.900509
862988813,"FRIENDS OF YBOR INC","1228 E 7TH AVE 1, TAMPA, FL, 33605-3505","1228 E 7TH AVE 1","TAMPA","FL","33605-3505","33605",-82.4456345,27.9604792
862997724,"TECHGALRC INC","1709 E LAKE AVE, TAMPA, FL, 33610-8143","1709 E LAKE AVE","TAMPA","FL","33610-8143","33610",-82.4394965,27.9775187
863038188,"ACADEMIC MEDICAL GROUP INC","1 TAMPA GENERAL CIR, TAMPA, FL, 33606-3571","1 TAMPA GENERAL CIR","TAMPA","FL","33606-3571","33606",-82.4586988,27.9377241
863042677,"ANY GIRL CAN CODE CORP","10487 LUCAYA DR, TAMPA, FL, 33647-3325","10487 LUCAYA DR","TAMPA","FL","33647-3325","33647",-82.3087982,28.1543253
863051905,"ELI S TREASURES FOUNDATION INC","4107 W BARCELONA ST, TAMPA, FL, 33629-6703","4107 W BARCELONA ST","TAMPA","FL","33629-6703","33629",-82.5127218,27.922123
863140703,"TURKISH SOCIAL CLUB","13101 N FLORIDA AVE SUITE 104, TAMPA, FL, 33612-3426","13101 N FLORIDA AVE SUITE 104","TAMPA","FL","33612-3426","33612",-82.459007,28.0658452
863171919,"TEACH-SHOW-GROW","5015 E SLIGH AVE APT D, TAMPA, FL, 33617-8466","5015 E SLIGH AVE APT D","TAMPA","FL","33617-8466","33617",-82.400744,28.0102031
863174012,"COMPASSIONATE WARRIOR FOUNDATION CORPORATION","3824 CAT MINT ST, TAMPA, FL, 33619-6938","3824 CAT MINT ST","TAMPA","FL","33619-6938","33619",-82.3711265,27.9137463
863174865,"ADVOCATES FOR SERVICE ANIMAL PARTNERS INC","1003 PAPAYA DR, TAMPA, FL, 33619-4629","1003 PAPAYA DR","TAMPA","FL","33619-4629","33619",-82.3750856,27.9407163
863179109,"NEW CONCEPT DANCE COMPANY INC","1205 E CURTIS ST, TAMPA, FL, 33603-4222","1205 E CURTIS ST","TAMPA","FL","33603-4222","33603",-82.4465645,27.9878693
863223065,"PERIOD PROJECT CORP","10572 CORY LAKE DR, TAMPA, FL, 33647-2710","10572 CORY LAKE DR","TAMPA","FL","33647-2710","33647",-82.3090037,28.1292685
863238222,"1K ALL-STAR YOUTH SKILLS & TECHNIQUES SPORTS ACADEMY INC","8012 TIPPERARY LN, TAMPA, FL, 33610-8057","8012 TIPPERARY LN","TAMPA","FL","33610-8057","33610",-82.3663643,28.0014261
863248201,"GIFT PROGRAM","2602 E 9TH AVE, TAMPA, FL, 33605-4116","2602 E 9TH AVE","TAMPA","FL","33605-4116","33605",-82.4305551,27.961848
863306332,"KIRTLEY FAMILY FOUNDATION INC","511 W BAY ST STE 363, TAMPA, FL, 33606-2737","511 W BAY ST STE 363","TAMPA","FL","33606-2737","33606",-82.464779,27.938278
863310027,"FIGHT FOR FREEDOM PROJECT","14509 PRISM CIR APT 101, TAMPA, FL, 33613-2695","14509 PRISM CIR APT 101","TAMPA","FL","33613-2695","33613",-82.4290123,28.0776684
863333266,"ONE WAY REVIVAL MINISTRIES INC","9626 FOX HEARST RD, TAMPA, FL, 33647-1828","9626 FOX HEARST RD","TAMPA","FL","33647-1828","33647",-82.3395556,28.1564953
863441507,"UNITED FAITH CHRISTIAN CENTER INC","14873 SHADY KNOLL CT APT 102, TAMPA, FL, 33613-1981","14873 SHADY KNOLL CT APT 102","TAMPA","FL","33613-1981","33613",-82.4631891,28.0824808
863472961,"JAYCES PLACE INC","12605 FOX TERRIER CT APT 204, TAMPA, FL, 33625-2527","12605 FOX TERRIER CT APT 204","TAMPA","FL","33625-2527","33625",-82.5518075,28.0593696
863559415,"JOYCE AND DELLA S INC","8120 N SEMMES ST, TAMPA, FL, 33604-3460","8120 N SEMMES ST","TAMPA","FL","33604-3460","33604",-82.4419092,28.0224426
863574323,"SYLVAN RAMBLE LIGHTS","4412 W SYLVAN RAMBLE ST, TAMPA, FL, 33609-4212","4412 W SYLVAN RAMBLE ST","TAMPA","FL","33609-4212","33609",-82.5188585,27.9362339
863679677,"NO LIMITS BASKETBALL ACADEMY INCORPORATED","3715 W WISCONSIN AVE UNIT 4, TAMPA, FL, 33611-4349","3715 W WISCONSIN AVE UNIT 4","TAMPA","FL","33611-4349","33611",-82.5053405,27.8824089
863689418,"DR KIRAN C PATEL INSTITUTE FOR GRADUATE MEDICAL EDUCATION INC","2780 N RIVERSIDE DR APT 503, TAMPA, FL, 33602-1000","2780 N RIVERSIDE DR APT 503","TAMPA","FL","33602-1000","33602",-82.4763351,27.9690862
863697569,"PARENT BOOSTER USA INC","8302 MONTAGUE ST, TAMPA, FL, 33635-6014","8302 MONTAGUE ST","TAMPA","FL","33635-6014","33635",-82.6041468,28.0222015
863722992,"REVIVE WOMAN INC","1723 W PALMETTO ST, TAMPA, FL, 33607-3033","1723 W PALMETTO ST","TAMPA","FL","33607-3033","33607",-82.478364,27.962435
863729447,"PARENT BOOSTER USA INC","6311 S LOIS AVE, TAMPA, FL, 33616-1617","6311 S LOIS AVE","TAMPA","FL","33616-1617","33616",-82.5168925,27.8737655
863744804,"BEACH PARK WOMENS CLUB INC","801 S WEST SHORE BLVD, TAMPA, FL, 33609-4818","801 S WEST SHORE BLVD","TAMPA","FL","33609-4818","33609",-82.5245238,27.9354498
863744900,"FACS FOR LIFE","4932 VENICE LAKE AVE, TAMPA, FL, 33619-3609","4932 VENICE LAKE AVE","TAMPA","FL","33619-3609","33619",-82.4026538,27.9355103
863827729,"ERIK MARSH FAMILY FOUNDATION","815 WATER ST UNIT B2001, TAMPA, FL, 33602-5412","815 WATER ST UNIT B2001","TAMPA","FL","33602-5412","33602",-82.4503132,27.9428349
863839374,"INMATE HUMANITY PROJECT","3518 POTTER ST, TAMPA, FL, 33605-1366","3518 POTTER ST","TAMPA","FL","33605-1366","33605",-82.4333163,27.9765875
863891439,"LAGOINHA TAMPA CHURCH INC","8905 MCRAE RD, TAMPA, FL, 33637-1905","8905 MCRAE RD","TAMPA","FL","33637-1905","33637",-82.353624,28.0466848
863898005,"SOCIAL MATTERS ORGANIZATION","12421 N FLORIDA AVE STE 122, TAMPA, FL, 33612-4276","12421 N FLORIDA AVE STE 122","TAMPA","FL","33612-4276","33612",-82.4586871,28.0610934
863908585,"EXCELLENCE PURSUED ACADEMY","18967 PORTOFINO DR, TAMPA, FL, 33647-3409","18967 PORTOFINO DR","TAMPA","FL","33647-3409","33647",-82.3584029,28.146285
863913067,"CARDIAC SOCIETY FOR BRIDGING MEDICAL SILOS INC","901 S OREGON AVE, TAMPA, FL, 33606-3009","901 S OREGON AVE","TAMPA","FL","33606-3009","33606",-82.4750642,27.9334145
863914009,"UNDERGROUND CLINIC INC","2217 UNIVERSITY SQUARE MALL, TAMPA, FL, 33612-5517","2217 UNIVERSITY SQUARE MALL","TAMPA","FL","33612-5517","33612",-82.4337582,28.0568199
863966110,"LIFE OBSERVED VICTORIOUSLY EVERYDAY INCORPORATED","5543 PENTAIL CIR, TAMPA, FL, 33625-1969","5543 PENTAIL CIR","TAMPA","FL","33625-1969","33625",-82.5561681,28.0841754
870807700,"HUNGER FREE MISSION FOR CHRIST INC","3420 S 70TH ST, TAMPA, FL, 33619-6314","3420 S 70TH ST","TAMPA","FL","33619-6314","33619",-82.376641,27.9165601
